province,region,country,date,day.maxtemp_c,day.maxwind_kph,day.totalprecip_mm,day.avghumidity,day.uv,day.daily_will_it_rain
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-13,35.1,13.6,0.3,62,8.0,1
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2025-04-13,24.1,18.0,0.6,70,5.0,1
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-13,24.1,18.0,0.6,70,5.0,1
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,35.3,16.2,3.7,64,8.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2025-04-14,31.3,31.7,0.0,77,7.0,0
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,27.3,10.1,0.0,62,7.0,0
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,28.7,6.7,0.0,57,7.0,0
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,33.2,24.8,0.1,68,7.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2025-04-14,27.3,10.1,0.0,62,7.0,0
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,35.8,16.2,8.9,66,8.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,27.5,20.5,0.0,82,6.0,0
Bình Dương,Đông Nam Bộ,Vietnam,2025-04-14,36.6,18.0,4.7,62,8.0,1
Bình Phước,Đông Nam Bộ,Vietnam,2025-04-14,34.6,14.8,3.3,69,7.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,32.9,27.0,1.4,73,7.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,32.1,18.0,7.0,75,7.0,1
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,35.1,18.0,0.7,66,8.0,1
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,30.4,7.9,0.0,40,8.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,25.9,16.2,0.0,77,6.0,0
Đắk Lắk,Tây Nguyên,Vietnam,2025-04-14,34.7,18.4,0.0,68,7.0,0
Đắk Nông,Tây Nguyên,Vietnam,2025-04-14,34.7,18.4,0.0,68,7.0,0
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,25.0,3.6,2.5,78,5.0,1
Đồng Nai,Đông Nam Bộ,Vietnam,2025-04-14,36.6,18.0,4.7,62,8.0,1
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,34.9,16.2,1.1,66,7.0,1
Gia Lai,Tây Nguyên,Vietnam,2025-04-14,33.0,15.1,10.4,68,7.0,1
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,25.1,11.2,0.0,59,7.0,0
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2025-04-14,25.2,10.4,0.0,70,6.0,0
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2025-04-14,26.1,10.1,2.7,64,6.0,1
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,24.4,10.1,0.0,69,6.0,0
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2025-04-14,26.3,11.9,0.0,63,6.0,0
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2025-04-14,27.1,12.6,0.0,62,7.0,0
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,35.1,18.0,0.7,66,8.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2025-04-14,36.6,18.0,4.7,62,8.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,26.8,5.8,0.0,71,6.0,0
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2025-04-14,25.2,10.4,0.0,70,6.0,0
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,30.0,23.0,0.0,80,7.0,0
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,32.1,16.6,1.9,70,7.0,1
Kon Tum,Tây Nguyên,Vietnam,2025-04-14,33.0,15.1,10.4,68,7.0,1
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,21.1,3.2,0.8,77,5.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2025-04-14,27.4,7.0,11.1,79,6.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,29.1,8.6,0.0,48,7.0,0
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,25.1,6.5,0.0,66,6.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,35.8,19.4,2.2,63,8.0,1
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2025-04-14,25.2,10.4,0.0,70,6.0,0
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,24.5,10.1,0.0,69,6.0,0
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-14,25.2,10.4,0.0,70,6.0,0
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,29.1,32.8,0.0,82,6.0,0
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2025-04-14,25.6,8.6,3.5,67,6.0,1
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,27.5,20.5,0.0,82,6.0,0
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,23.7,15.5,0.0,70,5.0,0
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,25.9,16.2,0.0,77,6.0,0
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,26.4,16.9,0.0,80,6.0,0
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,24.3,14.4,0.0,64,6.0,0
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,25.2,12.2,0.0,79,6.0,0
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,33.2,24.8,0.1,68,7.0,1
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,25.0,3.6,2.5,78,5.0,1
Tây Ninh,Đông Nam Bộ,Vietnam,2025-04-14,36.4,13.3,1.7,60,8.0,1
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-14,24.6,12.2,0.0,69,5.0,0
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,29.3,8.6,0.2,64,7.0,1
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,25.5,7.9,0.3,73,6.0,1
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-14,25.2,12.2,0.0,79,6.0,0
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,35.8,16.2,8.9,66,8.0,1
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,33.9,21.6,0.3,69,7.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,25.6,8.6,3.5,67,6.0,1
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-14,35.3,16.6,2.4,68,8.0,1
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2025-04-14,25.6,8.6,3.5,67,6.0,1
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-14,25.6,8.6,3.5,67,6.0,1
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,33.5,15.5,6.5,71,7.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2025-04-15,30.4,30.2,0.8,79,7.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,31.7,19.8,0.0,56,8.0,0
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,33.5,7.6,0.0,50,8.0,0
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,32.1,24.8,0.0,76,7.0,0
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2025-04-15,31.7,19.8,0.0,56,8.0,0
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,34.2,15.5,1.1,71,7.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,27.2,18.0,0.0,83,6.0,0
Bình Dương,Đông Nam Bộ,Vietnam,2025-04-15,35.8,16.2,1.7,67,8.0,1
Bình Phước,Đông Nam Bộ,Vietnam,2025-04-15,33.1,12.4,1.1,75,7.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,31.5,25.6,0.0,76,7.0,0
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,30.7,17.6,1.1,81,7.0,1
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,32.8,15.1,1.3,79,7.0,1
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,33.7,11.2,0.0,38,8.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,26.1,14.4,0.0,78,7.0,0
Đắk Lắk,Tây Nguyên,Vietnam,2025-04-15,35.2,20.0,0.0,68,8.0,0
Đắk Nông,Tây Nguyên,Vietnam,2025-04-15,35.2,20.0,0.0,68,8.0,0
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,29.2,4.0,0.0,79,6.0,0
Đồng Nai,Đông Nam Bộ,Vietnam,2025-04-15,35.8,16.2,1.7,67,8.0,1
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,32.7,12.2,5.7,78,7.0,1
Gia Lai,Tây Nguyên,Vietnam,2025-04-15,31.9,13.6,0.8,69,7.0,1
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,26.3,20.9,0.0,55,7.0,0
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2025-04-15,29.9,15.1,0.0,68,7.0,0
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2025-04-15,32.3,18.0,0.0,60,8.0,0
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,26.8,12.2,0.0,73,7.0,0
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2025-04-15,31.4,17.3,0.0,62,8.0,0
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2025-04-15,30.7,17.3,0.0,60,8.0,0
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,32.8,15.1,1.3,79,7.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2025-04-15,35.8,16.2,1.7,67,8.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,31.3,10.1,0.0,66,8.0,0
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2025-04-15,29.9,15.1,0.0,68,7.0,0
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,29.8,20.9,0.0,81,6.0,0
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,31.9,18.4,3.2,77,7.0,1
Kon Tum,Tây Nguyên,Vietnam,2025-04-15,31.9,13.6,0.8,69,7.0,1
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,23.8,4.3,0.0,69,5.0,0
Lâm Đồng,Tây Nguyên,Vietnam,2025-04-15,26.6,9.6,0.6,87,6.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,33.6,13.3,0.0,40,8.0,0
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,29.2,6.5,0.0,62,6.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,34.5,20.2,1.5,68,7.0,1
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2025-04-15,29.9,15.1,0.0,68,7.0,0
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,26.6,12.6,0.0,74,7.0,0
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-15,29.9,15.1,0.0,68,7.0,0
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,28.6,27.4,0.1,82,6.0,1
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2025-04-15,32.2,16.2,0.0,59,8.0,0
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,27.2,18.0,0.0,83,6.0,0
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,24.9,12.2,0.0,71,6.0,0
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,26.1,14.4,0.0,78,7.0,0
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,27.5,13.3,0.0,81,6.0,0
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,27.7,11.2,0.0,61,7.0,0
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,26.4,11.2,0.0,78,7.0,0
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,32.1,24.8,0.0,76,7.0,0
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,29.2,4.0,0.0,79,6.0,0
Tây Ninh,Đông Nam Bộ,Vietnam,2025-04-15,33.3,12.2,3.0,69,7.0,1
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-15,28.5,15.5,0.0,68,7.0,0
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,32.3,14.0,0.0,53,8.0,0
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,29.1,13.7,0.0,72,7.0,0
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-15,26.4,11.2,0.0,78,7.0,0
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,34.2,15.5,1.1,71,7.0,1
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,32.6,22.0,0.0,74,7.0,0
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,32.2,16.2,0.0,59,8.0,0
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-15,33.0,11.5,2.5,77,7.0,1
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2025-04-15,32.2,16.2,0.0,59,8.0,0
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-15,32.2,16.2,0.0,59,8.0,0
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,33.2,13.0,1.9,67,7.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2025-04-16,30.1,25.9,0.2,80,7.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,30.4,26.6,0.0,62,7.0,0
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,31.0,9.4,0.0,52,8.0,0
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,33.0,20.5,1.6,72,7.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2025-04-16,30.4,26.6,0.0,62,7.0,0
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,34.5,16.2,1.1,73,7.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,28.4,15.5,0.0,83,7.0,0
Bình Dương,Đông Nam Bộ,Vietnam,2025-04-16,34.9,19.4,1.8,66,7.0,1
Bình Phước,Đông Nam Bộ,Vietnam,2025-04-16,34.6,13.7,0.9,72,7.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,31.0,18.0,0.0,78,7.0,0
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,31.8,17.3,14.3,77,7.0,1
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,34.2,16.6,5.4,71,7.0,1
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,32.5,16.9,0.0,43,7.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,27.6,16.2,0.0,81,6.0,0
Đắk Lắk,Tây Nguyên,Vietnam,2025-04-16,36.7,13.2,0.0,73,8.0,0
Đắk Nông,Tây Nguyên,Vietnam,2025-04-16,36.7,13.2,0.0,73,8.0,0
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,30.4,7.2,0.6,81,7.0,1
Đồng Nai,Đông Nam Bộ,Vietnam,2025-04-16,34.9,19.4,1.8,66,7.0,1
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,34.6,18.0,12.3,70,7.0,1
Gia Lai,Tây Nguyên,Vietnam,2025-04-16,32.3,10.8,1.2,69,7.0,1
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,27.9,22.3,0.4,51,6.0,1
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2025-04-16,28.5,20.5,0.0,71,6.0,0
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2025-04-16,32.1,23.4,0.0,63,7.0,0
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,28.2,14.0,0.0,73,6.0,0
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2025-04-16,28.4,20.2,0.0,70,6.0,0
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2025-04-16,28.9,20.2,0.0,69,6.0,0
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,34.2,16.6,5.4,71,7.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2025-04-16,34.9,19.4,1.8,66,7.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,32.3,12.6,0.0,65,7.0,0
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2025-04-16,28.5,20.5,0.0,71,6.0,0
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,29.2,11.5,0.0,85,6.0,0
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,33.3,17.3,2.4,73,7.0,1
Kon Tum,Tây Nguyên,Vietnam,2025-04-16,32.3,10.8,1.2,69,7.0,1
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,24.8,5.0,0.2,67,5.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2025-04-16,25.6,4.7,2.3,86,6.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,30.7,21.2,0.0,45,8.0,0
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,28.2,6.8,0.0,53,6.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,33.8,19.8,1.5,69,7.0,1
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2025-04-16,28.5,20.5,0.0,71,6.0,0
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,27.2,16.6,0.0,74,6.0,0
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-16,28.5,20.5,0.0,71,6.0,0
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,28.4,12.7,0.0,84,6.0,0
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2025-04-16,31.8,20.9,0.0,59,8.0,0
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,28.4,15.5,0.0,83,7.0,0
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,25.9,18.4,0.0,75,6.0,0
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,27.6,16.2,0.0,81,6.0,0
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,29.4,14.8,0.0,82,6.0,0
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,25.3,12.6,0.0,73,7.0,0
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,29.3,15.5,0.0,78,6.0,0
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,33.0,20.5,1.6,72,7.0,1
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,30.4,7.2,0.6,81,7.0,1
Tây Ninh,Đông Nam Bộ,Vietnam,2025-04-16,33.5,16.6,5.2,63,7.0,1
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-16,27.2,20.9,0.0,74,6.0,0
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,31.9,18.7,0.0,60,8.0,0
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,28.7,18.0,0.0,73,6.0,0
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-16,29.3,15.5,0.0,78,6.0,0
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,34.5,16.2,1.1,73,7.0,1
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,32.4,18.7,8.7,75,7.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,31.8,20.9,0.0,59,8.0,0
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-16,34.1,17.3,3.6,71,7.0,1
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2025-04-16,31.8,20.9,0.0,59,8.0,0
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-16,31.8,20.9,0.0,59,8.0,0
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,34.7,14.4,7.1,60,7.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2025-04-17,30.0,19.4,0.7,80,6.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,29.6,22.0,0.3,85,6.0,1
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,31.8,9.8,0.2,86,7.0,1
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,33.7,14.8,3.1,68,7.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2025-04-17,29.6,22.0,0.3,85,6.0,1
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,33.1,11.2,2.6,71,7.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,32.7,23.4,0.0,79,7.0,0
Bình Dương,Đông Nam Bộ,Vietnam,2025-04-17,34.9,14.8,1.7,66,7.0,1
Bình Phước,Đông Nam Bộ,Vietnam,2025-04-17,34.5,12.2,0.9,70,7.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,32.0,20.9,0.1,76,7.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,34.5,7.9,1.0,71,7.0,1
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,34.4,13.7,2.3,66,7.0,1
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,33.2,16.2,0.0,75,7.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,31.8,14.8,0.0,87,7.0,0
Đắk Lắk,Tây Nguyên,Vietnam,2025-04-17,33.9,11.5,0.7,75,7.0,1
Đắk Nông,Tây Nguyên,Vietnam,2025-04-17,33.9,11.5,0.7,75,7.0,1
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,32.0,9.0,0.2,69,7.0,1
Đồng Nai,Đông Nam Bộ,Vietnam,2025-04-17,34.9,14.8,1.7,66,7.0,1
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,35.1,13.0,4.1,65,8.0,1
Gia Lai,Tây Nguyên,Vietnam,2025-04-17,31.0,14.0,1.5,77,7.0,1
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,30.0,25.9,0.0,62,7.0,0
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2025-04-17,28.5,19.1,0.0,89,6.0,0
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2025-04-17,31.7,19.8,0.1,83,7.0,1
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,29.8,13.7,0.0,82,6.0,0
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2025-04-17,27.0,17.6,0.0,87,6.0,0
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2025-04-17,27.7,16.2,0.0,86,6.0,0
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,34.4,13.7,2.3,66,7.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2025-04-17,34.9,14.8,1.7,66,7.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,31.6,10.4,0.0,76,7.0,0
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2025-04-17,28.5,19.1,0.0,89,6.0,0
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,30.8,17.3,0.1,81,7.0,1
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,31.6,16.2,5.0,71,7.0,1
Kon Tum,Tây Nguyên,Vietnam,2025-04-17,31.0,14.0,1.5,77,7.0,1
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,25.0,6.9,1.5,70,6.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2025-04-17,26.4,5.8,2.8,83,6.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,30.9,16.9,0.0,78,7.0,0
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,32.2,6.5,0.0,65,7.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,33.9,13.7,2.7,68,7.0,1
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2025-04-17,28.5,19.1,0.0,89,6.0,0
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,32.0,10.4,0.0,83,7.0,0
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-17,28.5,19.1,0.0,89,6.0,0
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,29.9,18.0,0.0,79,6.0,0
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2025-04-17,30.9,19.1,0.0,80,7.0,0
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,32.7,23.4,0.0,79,7.0,0
